labels,data
10,وكَيْفَ يَرُومُ الرُّومُ طُولَ تَمَتُّعٍ # وأنْتَ رَدَاهَا والمَواضِي القَوَاطِعُ
0,وَبَعضُ ذا العالَمِ مِن بَعضِهِ # لَولا إِياةٌ لَم يَكُن فَختُ
4,فودُّنا المستقيمُ يسندُ عن # سهلٍ فلا تسنديهِ عن شعبه
11,نُقِعنَ بِماءِ زَمزَمَ لا نَصارى # وَلا مُجُساً يَظَلنَ مُزَمزَماتِ
4,تِلْكَ الَّتِي تَبْتَغِي لَهَا وَطَناً # حُرّاً أَتَرْضَى بِالضَّيْمِ إِنْ تُضَمِ
10,وَقَد بَعُدوا وَاِستَطرَدوا الآلَ دونَهُم # بِدَيمومَةٍ قَفرٍ وَأَنزَلتُ جادِيا
1,وَأَغَرَّ ضاحَكَ وَجهُهُ مِصباحَهُ # فَأَنارَ ذا قَمَراً وَذَلِكَ فَرقَدا
7,وقف الشوقُ به في مَعْرَكٍ # نازحِ الأَجْرِ بعيدِ المَغْنَمِ
9,يا خَليلَيَّ نادِنا لي كُلَيباً # ثُمَّ قولا لَهُ نَعِمتَ صَباحا
10,وَكَيفَ أُطيعُ العاذِلاتِ وَحُبُّها # يُؤَرِّقُني وَالعاذِلاتُ هُجوعُ
2,أَطَلتَ وَعَذَّبتَني يا عَذولُ # بُليتُ فَدَعني حَديثي يَطولُ
5,خُرفَةٌ حَتّى إِذا رَبَعَت # ذَكَرَت مِن جِلَّقٍ بيعا
10,وَلَمّا دَخَلتُ الحَيَّ خَلَّفتُ موقِدي # بِسِلسِلَةٍ أَسعى أَجُرُّ رِدائِيا
9,قدح يستحم فيه الضياء # لم تزل تسكب السلاف وللأقداح فيها تجدد وامتلاء
13,وَاِبتَهَجَ الحَقُّ وَأَهلُ السُنَّه # وَشَكَروا وَاللَهِ تِلكَ المِنَّه
7,رُفِعَت قُبَّتُه مَضروبةً # ما لَها غيركُمُ مِن طَنَبٍ
7,شاذِخٌ غُرَّتُهَا مِن نِسوَةٍ # كُنَّ يَفضُلنَ نِسَاءَ النَّاسِ غُرّْ
13,يَسِأَل وَصلاً وَصَلاةً مِنكُم # تُقضى لَهُ مِن قَبلِ أَن يَقضى الأَجَل
11,وَكمْ مِنْ دَعْوَةٍ في المَحْلِ منها # رَبَتْ وَاهْتَزَّتِ الأرضُ الجَدِيبُ
11,وَبالأهواءِ تَخْتَلِفُ المساعي # وَتَفْتَرِقُ المذاهِب وَالشُّعوبُ
2,ألا قل لقاضي قضاة الأنام # أمام التقى ذي الفخار العربق
11,وَخِلٌّ لا يُخِلُّ بِشَرطِ وُدٍّ # وَلا يُبدي لَعَينِكَ وَجهَ عِذرَه
11,أَجرني بِالتَواصل بَعدَ بُعدك # لَعَلي أَجتَني ثَمَرات وَعدك
4,أُبلَيتُ صَبراً لَم يُبلِهِ أَحَدٌ # وَاِقتَسَمَتني مَآرِبٌ شُعَبُ
9,حَيَّرَ الُّلبَّ مَا بِذِي الأَوْرَاقِ # مِنُ نَفِيسٍ لِأَلْطَفِ الْحُذَّاقِ
0,ناديتُ بالحادي واظعانُهم # للبينِ لا كان النوى تُرفَعُ
2,فيلقى الجوينيّ في الوفد من # ندًى عنده ما لقى المالقي
9,سالَمتْنِي المُسْتَدَمُونَ وكانُوا # قدْ أَعَدُّوا سِلاَحَهُمْ لِقِتالِي
2,فَأَضحى بِمُعتَلِجِ الوادِيَينِ # يَبرُقُ مِنهُ صَبيرٌ نَهارا
13,إِن عُدتُ لِلأَرضِ بِإِذنِ اللَهِ # وَعادَ لي فيها قَديمُ الجاهِ
1,طارت بنا خيل السرور وازلفت # حتى حللنا في مغانيه الحُبا
13,لو أن بهرام السماء خانه # أو طائر النسرين خر واقعا
8,وَبِاليَتيمِ اِقتِدائي في مَحَبَّتِها # وَبِالتَسابي إِلَيهِ يَنتَهي نَسَبي
5,يا فتى العليا وصاحبها # ما ترى في واثق الأمل
9,بَعدَ قُربٍ مِن دارِهِم وَاِئتِلافٍ # صَرَموا حَبلَكَ الغَداةَ وَساقوا
8,إذا الذَّوابِلُ ذَلَّتْ عنْ طِعانِ عِدىً # خافَتْ مَزابرَهُ اللبَّاتُ والمُقَلُ
0,ولم ينل منه أكول البلى # وإنما غاب إلى موسمِ
7,أحْرزَ الحسنَ فلما نالَه # قامَ في غاياتِه يدعو نَزالِ
13,يَهتَزُّ لِلطَعنَةِ ما بَينَنا # في المَوقِفَينِ النَبعُ وَالبانُ
0,لم انس طيفا منه اذ زارني # وعنبر الليل الشذا منه فاح
10,وَإِن كُنتُ مُشتاقاً إِلَيكَ فَإِنَّهُ # لَيَشتاقُ صَبٌّ إِلفَهُ وَهوَ ظالِمُه
4,شكراً لنجم العلاء كم مننٍ # قلدني عقدها وكم نعم
13,وَقسمَةُ المركَّبِ المعلُومِ # عَلى المفرَدِ مِنَ المقسومِ
2,وَإِن أَطلَقَت مِن قِلادَتِها # وَطارَ الغُبارُ وَجَدَّ الطَلَب
0,يا عاشِقيه إحْذَرُوا صُدْغَهُ # فَهوَ الحَشِيشي الَّذي يَقْتُلُ
7,يا فَتيتَ المِسكِ يا شَمسَ الضُحى # يا قَضيبَ البانِ يا ريمَ الفَلا
7,بيدٍ شفافة مثل الندى الرط # ب تعيد النار بردا وسكينه
2,مَلَكتَ فَعانَقتَها لَيلَةً # تَنُصُّ القُعودَ وَتَدعو يَسارا
4,فمن مجيري من الصدود فكم # أخلصُ من حربه إلى حزبه
0,لَكِن أَتاني نَبَأٌ رائِعٌ # يَضيقُ عَنهُ السَمعُ وَالرَوعُ
10,وَما مَرَّ إِنسانٌ فَأَخلَفَ مِثلَهُ # وَلَكِن يُزَجّي الناسُ أَمراً مُوَقَّعا
0,كأنَّما في طيَّها مُدامةٌ # سَقَتْهُ صافي دَنِّها جميعا
6,من كل ذات غراس # فتانةٍ خلابه
11,أخو هِمَمٍ إذا اِنبعثَتْ فأدنى # مواضيها على هامِ الزّمانِ
13,هيّج في الأحشاءِ تذكاري له # ناراً أضرّتْ بالفؤادِ والحشا
0,قاضٍ قضى العدل ولكنه # قضى على المال قضاء الغريم
10,وَقالوا بِهِ مِن أَعيُنِ الجِنِّ نَظرَةٌ # وَلَو عَقَلوا قالوا بِهِ نَظرَةُ الإِنسِ
1,بقدومِ من نطقَتْ بمثل ثنائِه # المنشورِ ما بين الورى أرواحُها
0,كُلُّ شُهوري عَلَيَّ واحِدَةٌ # لا صَفَرٌ يُتَّقى وَلا رَجَبُ
4,وكُن بحبلِ الإله مُعتَصِماً # تَأَمَن به بَغيَ كلَّ من كادا
2,إذا ضمئتْ من هجير الضَّحاء # عَلَّ دَمَ الهام ظَمْآنُها
4,أُطرَحُ بِالكَافِرِينَ في الدَرَكِ ال # أَسفَلِ يَا رِبِّ أصطَلي الصَرِما
10,فَيا لَيلُ كَم مِن حاجَةٍ لي مُهِمَّةٌ # إِذا جِئتَكُم يا لَيلُ لَم أَدرِ ما هِيا
2,فإنْ تَكُ بلقيسُ في عرشها # فإنَّ دُبيْساً سُليمانُها
11,فَما اِسمي في الوُجود وَما اِعتِباري # وَما قَدري يَكون وَما مَحلي
11,كأنَّ ركابهُمْ ظِلْمانُ قَفْرٍ # نَحاها جَحْفَلٌ فيها نِفارُ
10,وَلَم أَرَ لَيلى بَعدَ يَومَ اِغتَرَرتُها # فَهاجَ خَيالاً يَومَ ذاكَ اِغتِرارُها
2,على حالةٍ نامَ عنها الهلالُ # فإنْ لم تكن حاضِرا لم تَطِب
2,ظَفَرتُ بِقُربِكِ بَعدَ اِمتِناعٍ # فَمِن ذاكَ سُمِّتُ بِالظافِرِ
7,وَأَصَبتُ الدَهرَ دَهراً أَشتَهي # طَبَقاً مِنهُ وَأَلوي طَبَقاً
11,أَهالُ مِنَ الثَرى وَالأَرضُ أُمٌّ # وَأُمُّكَ حِجرُها نِعَمَ المِهادُ
9,آه مِن رُبَّما ومن أملٍ يُم # سك نفسي رجاءَ يومٍ قادم
11,هُمومٌ بِالهَواءِ مُعَلَّقاتٌ # إِلى التَشريفِ أَنفُسُها طِرابُ
7,وعَلا عن ندْبَةٍ مِن بَشَرٍ # فرثاه المجْدُ مفهومَ المَقالِ
10,فَلَو لَم يَهِجني الظاعِنونَ لَهاجَني # حَمائِمُ وُرقٌ في الدِيارِ وُقوعُ
0,تُذَكِّرُني راحَةَ أَهلِ البِلى # أَرواحُ لَيلٍ بِخُزامى هَبَبنَ
8,نَوّارُها بِثِمارِ الغَيدِ مُبتَسِمُ # فَإِن قَتَلتَ فَعَبدٌ أَنتَ مالِكُه
5,في ثَرىً كَالمِسكِ شيبَ بِراحٍ # كُلَّما أَنبَتَهُ القَطرُ لاحا
7,أُترُكِ الناسَ فَلا تَشتُمهُمُ # وَإِذا سابَبتَ فَاِسبُب ذا حَسَب
7,والى أحمدَ أحمَدْتُ السُّرى # حين طارَحْتُ الصِّبا والشّمْألا
9,يَومَ سِرنا إِلى قَبائِلَ عَوفٍ # بِجُموعٍ زُهاؤُها كَالجِبالِ
8,وَإِن تَبَسَّطَ بَعدَ القَومِ خَطوُهُمُ # مَدَّت إِلَيهِ الخُطا الخَطِّيَّةُ السُلُبُ
2,عَلَى رَسْمِهِ مَا هَمَتْ دِيمَةٌ # صَلاَةٌ مِنَ اللهِ مُولِي الْمِنَنْ
1,عَبِقَت وَقَد حَنَّ الرَبيعُ عَلى النَدى # كَرَماً فَأَهداها إِلَيَّ سَلاما
13,وإن طرت نازلة وأفكروا # فيمن لها كان ضمير الخاطر
13,وَكَمْ حَرامٍ وَحَرامٍ وَقَعَا # عَليَّ مِن وَقْتِ العِشَا لِلسَّحَرِ
13,كَما الَّذي قَد قُلته في القِسمَه # فَاسمَع هَداك الله رَبُّ الحِكمَه
8,إِني لَأَحسد قَلبي حَيث يَتبَعهُم # وَأَندب الجسم مني وَهُوَ مَبعودُ
9,كَم صَنيعٍ شَكَرتُهُ لِبَني وَه # بٍ بَدا لي وَما اِهتَدَيتُ إِلَيهِ
9,حجليّ إذا انتسبتَ ولكن # ألفُ عرفٍ له وألفُ ثناء
0,يا للْهَوى مَنْ مُسْعِدٌ مُغْرَماً # رَأَى حَمامَ الأَيْكِ غَنَّى فَناحْ
9,فانظروا كيف كان عاقبة القوْ # مِ وَما ساق لِلْبَذِيِّ البَذَاءُ
9,وَإلى كَمْ شِرائي بِالجَرِّ مِنهُ # وانصِرافي بِخاطِرٍ مَكْسورِ
2,وَقَد أُرهِقَ الحَيُّ مِن خَلفِهِ # وَأوقِفَ خَوفَ الرَدى أَوَّلُه
13,وَلَم أَزَل مُتَسِّعاً مُسَبِّعاً # مُخَمِّساً مُثَلِّثاً مُوَحِّدا
10,كَما أوْمأَتْ بالكفّ أن كُفَّ وانكَفأ # فَسُمْرُ شَباب الحَيِّ ما ضِيةُ الشّبا
0,مزّقتِ عن عيشي هنيّ السنين # لأنني مزقتُ عنكِ القناع
8,في غيه ونسى التنغيص بالحرض # يرجو دوام سرور كان سر به
0,بكر سلاف قرقف عبقت # في دنها ما فض عنها ختام
2,فَهَزَّت فَتىً ماجِداً عِرقُهُ # كَريمَ المَداخِلِ وَالمَخرَجِ
1,أَنا إِن نَظَمْتُ الشعرَ فيه ساحِرٌ # حقًّا ولكنْ في سِواه ساخِرُ
1,او كيف بطرقني الخيال ومقلتي # ترعى السها والسهد ملء عيوني
8,ولا حَلا لي من الدُّنيا ولَذَّتِها # إِلاَّ مُقابَلتي للتِّيهِ بالتِّيهِ
6,قاضي القضاة الملبَّى # تاج السراة الألبه
7,ما بأيدينا خلقنا تعساء # ربما تجمعنا أقدارنا
1,لا يعتريه في العطا ملل ولا # يثنيه عن طلب العلا لوامه
9,وكأنّ الهِلالَ يَهْوى الثّريّا # فهُما للوَداعِ مُعْتَنِقانِ
13,عادوا إِلى ما تَقتَضيهِ الشيمَه # وَرَجَعوا لِلحالَةِ القَديمَه
11,فخيرٌ ينعم السعداء فيه # وبأسٌ تحتويهِ الأشقياء
4,وَالنِصفُ مِنّي مَتى سَمَحتُ بِهِ # مَعَ اِقتِداري تَطَوُّلاً أَهَبُه
1,فاعمر قلوب الأولياء تجدهم # حصناً إذا ناب الزمان ومعقلا
0,وقد حَكى الوردُ بُدرِّ النَّدَى # كأَدمُعٍ في خدِّ مُسْتَعْبِر
8,وإن رأوا بخس فضلي حقَّ قيمته # فالدرُّ دُرٌّ وإنْ لم يُشرَ بالقيمِ
11,وَمُرهَقٍ قَد دَعاني فَاِستجَبتُ لَهُ # أَجَزتُ غُصَّتُهُ مِن بَعدَ ما شَرِقا
10,وظَائفَ ما أهْمَلْتَ حيناً أداءها # وبعضُ شهودِي الأمسُ واليَوم والغَدُ
10,حُذَيفَةُ يُنميهِ وَبَدرٌ كِلاهُما # إِلى باذِخٍ يَعلو عَلى مَن يُطاوِلُه
0,فَوقَ حَثيثِ الشَدِّ ذو مَيعَةٍ # يَقدُمُ أولى العُصَبِ الماضِيَه
11,إِذا آتاكَ هَذا الدَهرُ مُلكاً # فَما لَكَ مِن أَقَذّ وَلا مَريشِ
1,أهدى إليّ البينُ وصلَ وداعِها # فمنحتُه ذمّاً بألسُنِ حامدِ
1,ما إن جعلت تغزلي في خصره # إلا لمعنى فيه وهو دقيق
10,أُكابِدُ أَحزاني وَناري وَحَرقَتي # وَوَصلُكِ يا لَيلى أُراهُ بَعيدُ
8,إلّا أَعَدت لَنا تِلكَ العَشِيّاتِ # مَيَّزتُ ساقط ما سرّحتُ من شَمَطي
10,إِذا ذُكِرَت لَيلى أَإِنُّ لِذِكرِها # كَما أَنَّ بَينَ العائِداتِ سَقيمُ
8,والتربَ مِن عبراتي وهو ريّانُ # والعيشُ مُحْدَجةٌ تبغي الرحيلَ وما
2,وَدُمت وَدُمنا عَلى حالِنا # كَما يَصحَبُ الفرقدُ الفَرقَدا
10,مَعاذَةَ وَجهِ اللَهَ أَن أَشمِتَ العِدا # بِلَيلى وَإِن لَم تَجزِني ما أَدينُها
